CustomerID,R,F,M,R_paper_score,F_paper_score,M_paper_score,scoring_arm,R_fuzzy_score,F_fuzzy_score,M_fuzzy_score
14339,242,2,620.27,2.0,2.0,3.0,base-paper quintile,,,
14340,218,1,134.7,2.0,1.0,1.0,base-paper quintile,,,
14341,44,18,4467.32,4.0,5.0,5.0,base-paper quintile,,,
14342,20,6,918.44,4.0,4.0,3.0,base-paper quintile,,,
14343,420,4,1088.91,1.0,3.0,3.0,base-paper quintile,,,
14344,126,20,3333.7000000000003,3.0,5.0,5.0,base-paper quintile,,,
14345,38,1,108.97999999999999,4.0,1.0,1.0,base-paper quintile,,,
14346,120,5,2315.75,3.0,4.0,4.0,base-paper quintile,,,
14347,736,1,82.6,1.0,1.0,1.0,base-paper quintile,,,
14348,259,1,409.57,2.0,1.0,2.0,base-paper quintile,,,
14349,9,1,133.5,5.0,1.0,1.0,base-paper quintile,,,
14350,273,3,972.03,2.0,3.0,3.0,base-paper quintile,,,
14351,164,1,51.0,3.0,1.0,1.0,base-paper quintile,,,
14352,156,4,1078.96,3.0,3.0,3.0,base-paper quintile,,,
14353,214,3,376.5,2.0,3.0,2.0,base-paper quintile,,,
14354,5,2,163.62,5.0,2.0,1.0,base-paper quintile,,,
14355,365,3,1014.45,2.0,3.0,3.0,base-paper quintile,,,
14356,79,2,701.23,3.0,2.0,3.0,base-paper quintile,,,
14357,42,1,225.77,4.0,1.0,1.0,base-paper quintile,,,
14358,388,2,400.06,2.0,2.0,2.0,base-paper quintile,,,
14359,18,3,912.18,5.0,3.0,3.0,base-paper quintile,,,
14360,31,4,2128.23,4.0,3.0,4.0,base-paper quintile,,,
14361,578,1,214.70999999999998,1.0,1.0,1.0,base-paper quintile,,,
14362,21,1,161.2,4.0,1.0,1.0,base-paper quintile,,,
14363,401,2,227.47000000000003,2.0,2.0,1.0,base-paper quintile,,,
14364,108,8,3717.35,3.0,4.0,5.0,base-paper quintile,,,
14365,394,2,634.68,2.0,2.0,3.0,base-paper quintile,,,
14366,524,1,136.0,1.0,1.0,1.0,base-paper quintile,,,
14367,7,16,9261.52,5.0,5.0,5.0,base-paper quintile,,,
14368,319,1,155.0,2.0,1.0,1.0,base-paper quintile,,,
14369,641,2,469.13,1.0,2.0,2.0,base-paper quintile,,,
14370,450,6,1175.78,1.0,4.0,3.0,base-paper quintile,,,
14371,294,1,100.5,2.0,1.0,1.0,base-paper quintile,,,
14372,442,2,860.08,1.0,2.0,3.0,base-paper quintile,,,
14373,357,1,76.55,2.0,1.0,1.0,base-paper quintile,,,
14374,540,1,108.0,1.0,1.0,1.0,base-paper quintile,,,
14375,184,3,1132.99,3.0,3.0,3.0,base-paper quintile,,,
14376,682,1,215.46,1.0,1.0,1.0,base-paper quintile,,,
14377,190,2,617.05,2.0,2.0,2.0,base-paper quintile,,,
14378,621,1,131.25,1.0,1.0,1.0,base-paper quintile,,,
14379,43,4,1268.91,4.0,3.0,4.0,base-paper quintile,,,
14380,681,1,48.96,1.0,1.0,1.0,base-paper quintile,,,
14381,51,2,631.34,4.0,2.0,3.0,base-paper quintile,,,
14382,25,2,1246.8,4.0,2.0,3.0,base-paper quintile,,,
14383,37,3,1247.69,4.0,3.0,3.0,base-paper quintile,,,
14384,500,1,58.5,1.0,1.0,1.0,base-paper quintile,,,
14385,8,3,202.11,5.0,3.0,1.0,base-paper quintile,,,
14386,296,1,142.4,2.0,1.0,1.0,base-paper quintile,,,
14387,32,3,1770.56,4.0,3.0,4.0,base-paper quintile,,,
14388,9,16,6701.0,5.0,5.0,5.0,base-paper quintile,,,
14389,64,5,1898.01,3.0,4.0,4.0,base-paper quintile,,,
14390,9,13,6399.83,5.0,5.0,5.0,base-paper quintile,,,
14391,576,1,135.6,1.0,1.0,1.0,base-paper quintile,,,
14392,431,1,266.4,1.0,1.0,1.0,base-paper quintile,,,
14393,217,1,67.95,2.0,1.0,1.0,base-paper quintile,,,
14394,564,1,93.8,1.0,1.0,1.0,base-paper quintile,,,
14395,1,20,8208.01,5.0,5.0,5.0,base-paper quintile,,,
14396,64,7,2121.93,3.0,4.0,4.0,base-paper quintile,,,
14397,2,19,2612.96,5.0,5.0,4.0,base-paper quintile,,,
14398,400,2,707.79,2.0,2.0,3.0,base-paper quintile,,,
14399,393,8,2113.16,2.0,4.0,4.0,base-paper quintile,,,
14400,148,3,1732.47,3.0,3.0,4.0,base-paper quintile,,,
14401,3,22,6795.9,5.0,5.0,5.0,base-paper quintile,,,
14402,651,1,285.6,1.0,1.0,1.0,base-paper quintile,,,
14403,129,6,1880.51,3.0,4.0,4.0,base-paper quintile,,,
14404,33,13,2899.11,4.0,5.0,4.0,base-paper quintile,,,
14405,386,1,195.0,2.0,1.0,1.0,base-paper quintile,,,
14406,118,1,156.75,3.0,1.0,1.0,base-paper quintile,,,
14407,106,6,2157.73,3.0,4.0,4.0,base-paper quintile,,,
14408,10,11,4109.77,5.0,5.0,5.0,base-paper quintile,,,
14409,70,9,3756.09,3.0,5.0,5.0,base-paper quintile,,,
14410,91,11,2651.14,3.0,5.0,4.0,base-paper quintile,,,
14411,310,1,1063.0,2.0,1.0,3.0,base-paper quintile,,,
14412,42,3,1426.19,4.0,3.0,4.0,base-paper quintile,,,
14413,361,4,770.37,2.0,3.0,3.0,base-paper quintile,,,
14414,91,8,2399.33,3.0,4.0,4.0,base-paper quintile,,,
14415,0,23,12091.6,5.0,5.0,5.0,base-paper quintile,,,
14416,21,2,490.22,4.0,2.0,2.0,base-paper quintile,,,
14417,387,1,604.2,2.0,1.0,2.0,base-paper quintile,,,
14418,3,3,1937.25,5.0,3.0,4.0,base-paper quintile,,,
14419,10,7,1260.91,5.0,4.0,4.0,base-paper quintile,,,
14420,98,4,1639.17,3.0,3.0,4.0,base-paper quintile,,,
14421,56,6,2469.37,4.0,4.0,4.0,base-paper quintile,,,
14422,0,19,10271.52,5.0,5.0,5.0,base-paper quintile,,,
14423,217,3,916.6099999999999,2.0,3.0,3.0,base-paper quintile,,,
14424,17,1,322.08,5.0,1.0,2.0,base-paper quintile,,,
14425,434,3,661.39,1.0,3.0,3.0,base-paper quintile,,,
14426,23,17,11727.94,4.0,5.0,5.0,base-paper quintile,,,
14427,49,4,1263.52,4.0,3.0,4.0,base-paper quintile,,,
14428,6,5,1244.83,5.0,4.0,3.0,base-paper quintile,,,
14429,403,1,516.28,2.0,1.0,2.0,base-paper quintile,,,
14430,511,3,1220.9,1.0,3.0,3.0,base-paper quintile,,,
14431,302,4,2614.2,2.0,3.0,4.0,base-paper quintile,,,
14432,9,6,2255.51,5.0,4.0,4.0,base-paper quintile,,,
14433,465,1,289.6,1.0,1.0,1.0,base-paper quintile,,,
14434,21,6,1372.8,4.0,4.0,4.0,base-paper quintile,,,
14435,501,1,90.42,1.0,1.0,1.0,base-paper quintile,,,
14436,98,2,271.70000000000005,3.0,2.0,1.0,base-paper quintile,,,
14437,365,5,958.84,2.0,4.0,3.0,base-paper quintile,,,
14438,305,1,131.9,2.0,1.0,1.0,base-paper quintile,,,
14439,319,5,9443.04,2.0,4.0,5.0,base-paper quintile,,,
14440,7,13,6638.7300000000005,5.0,5.0,5.0,base-paper quintile,,,
14441,0,11,4611.6900000000005,5.0,5.0,5.0,base-paper quintile,,,
14442,204,7,5367.0199999999995,2.0,4.0,5.0,base-paper quintile,,,
14443,53,5,2386.47,4.0,4.0,4.0,base-paper quintile,,,
14444,455,1,132.04,1.0,1.0,1.0,base-paper quintile,,,
14445,455,1,221.65,1.0,1.0,1.0,base-paper quintile,,,
14446,0,5,1241.31,5.0,4.0,3.0,base-paper quintile,,,
14447,18,6,1711.73,5.0,4.0,4.0,base-paper quintile,,,
14448,8,2,375.35,5.0,2.0,2.0,base-paper quintile,,,
14449,18,8,2482.8,5.0,4.0,4.0,base-paper quintile,,,
14450,180,7,1128.44,3.0,4.0,3.0,base-paper quintile,,,
14451,59,12,3308.77,3.0,5.0,5.0,base-paper quintile,,,
14452,10,4,665.59,5.0,3.0,3.0,base-paper quintile,,,
14453,189,1,119.93,2.0,1.0,1.0,base-paper quintile,,,
14454,375,5,977.3,2.0,4.0,3.0,base-paper quintile,,,
14455,431,4,628.21,1.0,3.0,3.0,base-paper quintile,,,
14456,4,9,3062.4,5.0,5.0,5.0,base-paper quintile,,,
14457,310,1,113.64,2.0,1.0,1.0,base-paper quintile,,,
14458,380,1,237.42,2.0,1.0,1.0,base-paper quintile,,,
14459,154,2,5375.741,3.0,2.0,5.0,base-paper quintile,,,
14460,109,9,1093.5,3.0,5.0,3.0,base-paper quintile,,,
14461,147,13,6713.5,3.0,5.0,5.0,base-paper quintile,,,
14462,65,12,2270.01,3.0,5.0,4.0,base-paper quintile,,,
14463,97,4,786.5699999999999,3.0,3.0,3.0,base-paper quintile,,,
14464,567,2,111.0,1.0,2.0,1.0,base-paper quintile,,,
14465,246,11,3946.03,2.0,5.0,5.0,base-paper quintile,,,
14466,28,13,4646.9,4.0,5.0,5.0,base-paper quintile,,,
14467,17,12,2220.9900000000002,5.0,5.0,4.0,base-paper quintile,,,
14468,733,1,204.24,1.0,1.0,1.0,base-paper quintile,,,
14469,415,4,2112.21,1.0,3.0,4.0,base-paper quintile,,,
14470,11,3,712.04,5.0,3.0,3.0,base-paper quintile,,,
14471,590,2,400.95,1.0,2.0,2.0,base-paper quintile,,,
14472,103,9,2228.22,3.0,5.0,4.0,base-paper quintile,,,
14473,73,2,234.34000000000003,3.0,2.0,1.0,base-paper quintile,,,
14474,45,2,1278.08,4.0,2.0,4.0,base-paper quintile,,,
14475,71,4,1151.15,3.0,3.0,3.0,base-paper quintile,,,
14476,256,1,215.7,2.0,1.0,1.0,base-paper quintile,,,
14477,19,7,1969.6,4.0,4.0,4.0,base-paper quintile,,,
14478,381,4,1276.66,2.0,3.0,4.0,base-paper quintile,,,
14479,253,4,1299.11,2.0,3.0,4.0,base-paper quintile,,,
14480,10,4,1299.52,5.0,3.0,4.0,base-paper quintile,,,
14481,164,5,2311.4900000000002,3.0,4.0,4.0,base-paper quintile,,,
14482,17,12,4357.91,5.0,5.0,5.0,base-paper quintile,,,
14483,281,2,257.1,2.0,2.0,1.0,base-paper quintile,,,
14484,49,4,1070.98,4.0,3.0,3.0,base-paper quintile,,,
14485,38,1,165.75,4.0,1.0,1.0,base-paper quintile,,,
14486,511,2,175.5,1.0,2.0,1.0,base-paper quintile,,,
14487,26,7,1453.61,4.0,4.0,4.0,base-paper quintile,,,
14488,67,1,1064.28,3.0,1.0,3.0,base-paper quintile,,,
14489,206,4,1574.93,2.0,3.0,4.0,base-paper quintile,,,
14490,405,2,1273.47,2.0,2.0,4.0,base-paper quintile,,,
14491,174,2,468.13,3.0,2.0,2.0,base-paper quintile,,,
14492,429,7,1921.91,1.0,4.0,4.0,base-paper quintile,,,
14493,6,10,5130.15,5.0,5.0,5.0,base-paper quintile,,,
14494,25,3,401.46,4.0,3.0,2.0,base-paper quintile,,,
14495,50,3,174.8,4.0,3.0,1.0,base-paper quintile,,,
14496,311,7,2668.23,2.0,4.0,4.0,base-paper quintile,,,
14497,308,2,697.0600000000001,2.0,2.0,3.0,base-paper quintile,,,
14498,42,10,3911.27,4.0,5.0,5.0,base-paper quintile,,,
14499,25,7,2138.9700000000003,4.0,4.0,4.0,base-paper quintile,,,
14500,87,3,356.85,3.0,3.0,2.0,base-paper quintile,,,
14501,183,2,251.21,3.0,2.0,1.0,base-paper quintile,,,
14502,19,11,2470.67,4.0,5.0,4.0,base-paper quintile,,,
14503,2,6,3543.26,5.0,4.0,5.0,base-paper quintile,,,
14504,46,4,673.26,4.0,3.0,3.0,base-paper quintile,,,
14505,16,19,12001.84,5.0,5.0,5.0,base-paper quintile,,,
14506,16,7,3290.67,5.0,4.0,5.0,base-paper quintile,,,
14507,23,11,3284.43,4.0,5.0,5.0,base-paper quintile,,,
14508,21,5,874.94,4.0,4.0,3.0,base-paper quintile,,,
14509,533,1,110.95,1.0,1.0,1.0,base-paper quintile,,,
14510,375,3,1007.28,2.0,3.0,3.0,base-paper quintile,,,
14511,10,5,1314.81,5.0,4.0,4.0,base-paper quintile,,,
14512,187,7,1223.47,3.0,4.0,3.0,base-paper quintile,,,
14513,100,6,788.01,3.0,4.0,3.0,base-paper quintile,,,
14514,60,9,4598.9800000000005,3.0,5.0,5.0,base-paper quintile,,,
14515,17,12,3749.2599999999998,5.0,5.0,5.0,base-paper quintile,,,
14516,515,1,163.92,1.0,1.0,1.0,base-paper quintile,,,
14517,32,2,330.45,4.0,2.0,2.0,base-paper quintile,,,
14518,63,1,174.37,3.0,1.0,1.0,base-paper quintile,,,
14519,683,2,206.09,1.0,2.0,1.0,base-paper quintile,,,
14520,1,2,270.6,5.0,2.0,1.0,base-paper quintile,,,
14521,490,1,199.45000000000002,1.0,1.0,1.0,base-paper quintile,,,
14522,23,8,1758.6200000000001,4.0,4.0,4.0,base-paper quintile,,,
14523,107,1,241.09,3.0,1.0,1.0,base-paper quintile,,,
14524,31,13,2933.71,4.0,5.0,4.0,base-paper quintile,,,
14525,19,17,8240.64,4.0,5.0,5.0,base-paper quintile,,,
14526,388,1,262.4,2.0,1.0,1.0,base-paper quintile,,,
14527,2,122,27792.3,5.0,5.0,5.0,base-paper quintile,,,
14528,36,1,364.21999999999997,4.0,1.0,2.0,base-paper quintile,,,
14529,59,3,620.04,3.0,3.0,3.0,base-paper quintile,,,
14530,25,16,6197.4,4.0,5.0,5.0,base-paper quintile,,,
14531,479,1,376.34,1.0,1.0,2.0,base-paper quintile,,,
14532,235,11,3859.1800000000003,2.0,5.0,5.0,base-paper quintile,,,
14533,24,11,3466.37,4.0,5.0,5.0,base-paper quintile,,,
14534,2,26,6271.11,5.0,5.0,5.0,base-paper quintile,,,
14535,59,9,6030.7300000000005,3.0,5.0,5.0,base-paper quintile,,,
14536,259,1,171.8,2.0,1.0,1.0,base-paper quintile,,,
14537,57,2,641.4,4.0,2.0,3.0,base-paper quintile,,,
14538,64,5,1370.8400000000001,3.0,4.0,4.0,base-paper quintile,,,
14539,15,2,537.48,5.0,2.0,2.0,base-paper quintile,,,
14540,9,11,3795.34,5.0,5.0,5.0,base-paper quintile,,,
14541,58,14,2499.68,4.0,5.0,4.0,base-paper quintile,,,
14542,185,1,103.25,3.0,1.0,1.0,base-paper quintile,,,
14543,28,39,14906.77,4.0,5.0,5.0,base-paper quintile,,,
14544,23,3,2982.43,4.0,3.0,5.0,base-paper quintile,,,
14545,673,1,349.25,1.0,1.0,2.0,base-paper quintile,,,
14546,4,11,5197.9,5.0,5.0,5.0,base-paper quintile,,,
14547,3,8,4007.54,5.0,4.0,5.0,base-paper quintile,,,
14548,150,9,2627.49,3.0,5.0,4.0,base-paper quintile,,,
14549,310,4,916.5500000000001,2.0,3.0,3.0,base-paper quintile,,,
14550,10,4,1353.31,5.0,3.0,4.0,base-paper quintile,,,
14551,17,7,880.04,5.0,4.0,3.0,base-paper quintile,,,
14552,151,3,511.28000000000003,3.0,3.0,2.0,base-paper quintile,,,
14553,18,9,1841.54,5.0,5.0,4.0,base-paper quintile,,,
14554,9,4,2381.04,5.0,3.0,4.0,base-paper quintile,,,
14555,56,6,2315.63,4.0,4.0,4.0,base-paper quintile,,,
14556,595,3,835.34,1.0,3.0,3.0,base-paper quintile,,,
14557,84,1,788.38,3.0,1.0,3.0,base-paper quintile,,,
14558,653,3,655.5,1.0,3.0,3.0,base-paper quintile,,,
14559,389,1,75.6,2.0,1.0,1.0,base-paper quintile,,,
14560,6,44,6114.03,5.0,5.0,5.0,base-paper quintile,,,
14561,75,3,1080.76,3.0,3.0,3.0,base-paper quintile,,,
14562,3,26,6729.400000000001,5.0,5.0,5.0,base-paper quintile,,,
14563,509,2,679.44,1.0,2.0,3.0,base-paper quintile,,,
14564,434,2,2605.62,1.0,2.0,4.0,base-paper quintile,,,
14565,95,5,3859.2200000000003,3.0,4.0,5.0,base-paper quintile,,,
14566,110,4,4092.0,3.0,3.0,5.0,base-paper quintile,,,
14567,56,2,1530.3600000000001,4.0,2.0,4.0,base-paper quintile,,,
14568,434,1,919.7,1.0,1.0,3.0,base-paper quintile,,,
14569,0,4,598.98,5.0,3.0,2.0,base-paper quintile,,,
14570,280,3,613.75,2.0,3.0,2.0,base-paper quintile,,,
14571,424,1,161.65,1.0,1.0,1.0,base-paper quintile,,,
14572,2,11,5615.18,5.0,5.0,5.0,base-paper quintile,,,
14573,179,13,2621.42,3.0,5.0,4.0,base-paper quintile,,,
14574,732,1,143.70000000000002,1.0,1.0,1.0,base-paper quintile,,,
14575,487,1,460.71,1.0,1.0,2.0,base-paper quintile,,,
14576,371,1,70.80000000000001,2.0,1.0,1.0,base-paper quintile,,,
14577,12,7,1374.25,5.0,4.0,4.0,base-paper quintile,,,
14578,2,1,168.63,5.0,1.0,1.0,base-paper quintile,,,
14579,431,1,105.56,1.0,1.0,1.0,base-paper quintile,,,
14580,517,1,14.850000000000001,1.0,1.0,1.0,base-paper quintile,,,
14581,16,2,433.8,5.0,2.0,2.0,base-paper quintile,,,
14582,40,1,114.11,4.0,1.0,1.0,base-paper quintile,,,
14583,5,8,1781.03,5.0,4.0,4.0,base-paper quintile,,,
14584,168,8,1747.91,3.0,4.0,4.0,base-paper quintile,,,
14585,49,5,1143.27,4.0,4.0,3.0,base-paper quintile,,,
14586,276,1,237.36,2.0,1.0,1.0,base-paper quintile,,,
14587,18,9,1601.14,5.0,5.0,4.0,base-paper quintile,,,
14588,577,1,135.39,1.0,1.0,1.0,base-paper quintile,,,
14589,371,1,79.5,2.0,1.0,1.0,base-paper quintile,,,
14590,424,20,3006.62,1.0,5.0,5.0,base-paper quintile,,,
14591,14,4,1447.14,5.0,3.0,4.0,base-paper quintile,,,
14592,34,3,570.46,4.0,3.0,2.0,base-paper quintile,,,
14593,21,12,3712.0099999999998,4.0,5.0,5.0,base-paper quintile,,,
14594,6,2,634.83,5.0,2.0,3.0,base-paper quintile,,,
14595,19,8,2164.45,4.0,4.0,4.0,base-paper quintile,,,
14596,626,1,229.47,1.0,1.0,1.0,base-paper quintile,,,
14597,10,6,2201.54,5.0,4.0,4.0,base-paper quintile,,,
14598,43,2,384.04,4.0,2.0,2.0,base-paper quintile,,,
14599,389,2,474.54,2.0,2.0,2.0,base-paper quintile,,,
14600,305,2,865.1700000000001,2.0,2.0,3.0,base-paper quintile,,,
14601,10,1,213.96,5.0,1.0,1.0,base-paper quintile,,,
14602,655,1,205.35999999999999,1.0,1.0,1.0,base-paper quintile,,,
14603,274,1,660.0,2.0,1.0,3.0,base-paper quintile,,,
14604,632,1,143.85999999999999,1.0,1.0,1.0,base-paper quintile,,,
14605,373,4,937.16,2.0,3.0,3.0,base-paper quintile,,,
14606,0,192,30861.06,5.0,5.0,5.0,base-paper quintile,,,
14607,15,22,24137.63,5.0,5.0,5.0,base-paper quintile,,,
14608,3,11,3352.94,5.0,5.0,5.0,base-paper quintile,,,
14609,71,10,1486.2,3.0,5.0,4.0,base-paper quintile,,,
14610,395,2,24.35,2.0,2.0,1.0,base-paper quintile,,,
14611,443,2,604.3299999999999,1.0,2.0,2.0,base-paper quintile,,,
14612,414,1,877.7,1.0,1.0,3.0,base-paper quintile,,,
14613,679,1,76.32000000000001,1.0,1.0,1.0,base-paper quintile,,,
14614,385,1,295.13,2.0,1.0,2.0,base-paper quintile,,,
14615,393,5,951.76,2.0,4.0,3.0,base-paper quintile,,,
14616,242,5,527.78,2.0,4.0,2.0,base-paper quintile,,,
14617,402,2,190.47000000000003,2.0,2.0,1.0,base-paper quintile,,,
14618,8,7,1342.32,5.0,4.0,4.0,base-paper quintile,,,
14619,245,2,1291.24,2.0,2.0,4.0,base-paper quintile,,,
14620,205,2,412.78000000000003,2.0,2.0,2.0,base-paper quintile,,,
14621,0,9,3000.57,5.0,5.0,5.0,base-paper quintile,,,
14622,184,1,320.58000000000004,3.0,1.0,2.0,base-paper quintile,,,
14623,31,10,2059.58,4.0,5.0,4.0,base-paper quintile,,,
14624,56,6,814.07,4.0,4.0,3.0,base-paper quintile,,,
14625,195,11,4497.88,2.0,5.0,5.0,base-paper quintile,,,
14626,23,11,5410.92,4.0,5.0,5.0,base-paper quintile,,,
14627,378,1,462.75,2.0,1.0,2.0,base-paper quintile,,,
14628,90,5,1998.0,3.0,4.0,4.0,base-paper quintile,,,
14629,3,2,959.01,5.0,2.0,3.0,base-paper quintile,,,
14630,483,1,338.65,1.0,1.0,2.0,base-paper quintile,,,
14631,50,6,2025.69,4.0,4.0,4.0,base-paper quintile,,,
14632,262,1,114.56,2.0,1.0,1.0,base-paper quintile,,,
14633,265,1,344.90000000000003,2.0,1.0,2.0,base-paper quintile,,,
14634,437,4,2124.46,1.0,3.0,4.0,base-paper quintile,,,
14635,453,1,215.22,1.0,1.0,1.0,base-paper quintile,,,
14636,35,2,609.85,4.0,2.0,2.0,base-paper quintile,,,
14637,676,1,106.67999999999999,1.0,1.0,1.0,base-paper quintile,,,
14638,50,1,443.6,4.0,1.0,2.0,base-paper quintile,,,
14639,51,9,4978.96,4.0,5.0,5.0,base-paper quintile,,,
14640,23,10,3667.06,4.0,5.0,5.0,base-paper quintile,,,
14641,21,1,110.46,4.0,1.0,1.0,base-paper quintile,,,
14642,58,1,96.12,4.0,1.0,1.0,base-paper quintile,,,
14643,169,5,1679.89,3.0,4.0,4.0,base-paper quintile,,,
14644,67,7,2247.72,3.0,4.0,4.0,base-paper quintile,,,
14645,156,3,876.89,3.0,3.0,3.0,base-paper quintile,,,
14646,1,151,528602.52,5.0,5.0,5.0,base-paper quintile,,,
14647,200,2,519.97,2.0,2.0,2.0,base-paper quintile,,,
14648,415,15,4546.86,1.0,5.0,5.0,base-paper quintile,,,
14649,4,9,3775.31,5.0,5.0,5.0,base-paper quintile,,,
14650,588,1,62.5,1.0,1.0,1.0,base-paper quintile,,,
14651,66,9,2034.1200000000001,3.0,5.0,4.0,base-paper quintile,,,
14652,76,1,114.18,3.0,1.0,1.0,base-paper quintile,,,
14653,0,12,3614.54,5.0,5.0,5.0,base-paper quintile,,,
14654,737,1,246.86,1.0,1.0,1.0,base-paper quintile,,,
14655,7,7,3878.51,5.0,4.0,5.0,base-paper quintile,,,
14656,168,5,814.65,3.0,4.0,3.0,base-paper quintile,,,
14657,17,6,1460.8700000000001,5.0,4.0,4.0,base-paper quintile,,,
14658,4,2,247.15,5.0,2.0,1.0,base-paper quintile,,,
14659,8,9,2529.93,5.0,5.0,4.0,base-paper quintile,,,
14660,86,2,285.74,3.0,2.0,1.0,base-paper quintile,,,
14661,26,1,107.95,4.0,1.0,1.0,base-paper quintile,,,
14662,28,7,1416.33,4.0,4.0,4.0,base-paper quintile,,,
14663,429,2,490.6,1.0,2.0,2.0,base-paper quintile,,,
14664,19,2,637.89,4.0,2.0,3.0,base-paper quintile,,,
14665,60,7,2749.65,3.0,4.0,4.0,base-paper quintile,,,
14666,23,1,195.25,4.0,1.0,1.0,base-paper quintile,,,
14667,10,54,21927.14,5.0,5.0,5.0,base-paper quintile,,,
14668,444,1,111.63,1.0,1.0,1.0,base-paper quintile,,,
14669,241,7,3243.93,2.0,4.0,5.0,base-paper quintile,,,
14670,279,3,602.0,2.0,3.0,2.0,base-paper quintile,,,
14671,548,2,1127.45,1.0,2.0,3.0,base-paper quintile,,,
14672,234,4,1113.14,2.0,3.0,3.0,base-paper quintile,,,
14673,2,7,3410.81,5.0,4.0,5.0,base-paper quintile,,,
14674,508,1,173.66,1.0,1.0,1.0,base-paper quintile,,,
14675,15,2,1066.9,5.0,2.0,3.0,base-paper quintile,,,
14676,30,12,8356.79,4.0,5.0,5.0,base-paper quintile,,,
14677,592,1,184.91,1.0,1.0,1.0,base-paper quintile,,,
14678,578,1,403.39,1.0,1.0,2.0,base-paper quintile,,,
14679,381,3,1289.44,2.0,3.0,4.0,base-paper quintile,,,
14680,24,58,57412.77,4.0,5.0,5.0,base-paper quintile,,,
14681,70,6,875.1500000000001,3.0,4.0,3.0,base-paper quintile,,,
14682,187,6,1514.81,3.0,4.0,4.0,base-paper quintile,,,
14683,587,1,146.56,1.0,1.0,1.0,base-paper quintile,,,
14684,25,6,1468.55,4.0,4.0,4.0,base-paper quintile,,,
14685,575,8,4619.79,1.0,4.0,5.0,base-paper quintile,,,
14686,413,5,885.83,1.0,4.0,3.0,base-paper quintile,,,
14687,106,3,1402.06,3.0,3.0,4.0,base-paper quintile,,,
14688,7,28,7713.57,5.0,5.0,5.0,base-paper quintile,,,
14689,208,1,112.8,2.0,1.0,1.0,base-paper quintile,,,
14690,43,4,794.33,4.0,3.0,3.0,base-paper quintile,,,
14691,30,5,2114.33,4.0,4.0,4.0,base-paper quintile,,,
14692,136,12,1745.09,3.0,5.0,4.0,base-paper quintile,,,
14693,264,7,1165.36,2.0,4.0,3.0,base-paper quintile,,,
14694,616,1,244.31,1.0,1.0,1.0,base-paper quintile,,,
14695,518,3,1620.07,1.0,3.0,4.0,base-paper quintile,,,
14696,3,8,2767.9,5.0,4.0,4.0,base-paper quintile,,,
14697,217,2,188.60999999999999,2.0,2.0,1.0,base-paper quintile,,,
14698,1,5,1250.76,5.0,4.0,4.0,base-paper quintile,,,
14699,213,4,702.6,2.0,3.0,3.0,base-paper quintile,,,
14700,31,5,3116.26,4.0,4.0,5.0,base-paper quintile,,,
14701,10,15,4562.09,5.0,5.0,5.0,base-paper quintile,,,
14702,0,29,6754.22,5.0,5.0,5.0,base-paper quintile,,,
14703,14,1,318.17,5.0,1.0,2.0,base-paper quintile,,,
14704,10,11,1813.57,5.0,5.0,4.0,base-paper quintile,,,
14705,198,1,179.0,2.0,1.0,1.0,base-paper quintile,,,
14706,618,1,390.69,1.0,1.0,2.0,base-paper quintile,,,
14707,435,2,139.2,1.0,2.0,1.0,base-paper quintile,,,
14708,2,5,2212.2799999999997,5.0,4.0,4.0,base-paper quintile,,,
14709,14,25,8886.33,5.0,5.0,5.0,base-paper quintile,,,
14710,13,13,1922.59,5.0,5.0,4.0,base-paper quintile,,,
14711,9,11,2868.8,5.0,5.0,4.0,base-paper quintile,,,
14712,28,4,1328.0700000000002,4.0,3.0,4.0,base-paper quintile,,,
14713,8,21,5418.87,5.0,5.0,5.0,base-paper quintile,,,
14714,23,4,906.24,4.0,3.0,3.0,base-paper quintile,,,
14715,24,8,1840.45,4.0,4.0,4.0,base-paper quintile,,,
14716,42,3,565.45,4.0,3.0,2.0,base-paper quintile,,,
14717,732,1,81.3,1.0,1.0,1.0,base-paper quintile,,,
14718,409,1,226.42,2.0,1.0,1.0,base-paper quintile,,,
14719,1,5,1602.13,5.0,4.0,4.0,base-paper quintile,,,
14720,5,3,663.81,5.0,3.0,3.0,base-paper quintile,,,
14721,378,1,115.77,2.0,1.0,1.0,base-paper quintile,,,
14722,146,3,513.37,3.0,3.0,2.0,base-paper quintile,,,
14723,9,11,2093.06,5.0,5.0,4.0,base-paper quintile,,,
14724,589,1,345.25,1.0,1.0,2.0,base-paper quintile,,,
14725,24,4,1315.24,4.0,3.0,4.0,base-paper quintile,,,
14726,654,1,124.75,1.0,1.0,1.0,base-paper quintile,,,
14727,273,3,467.92999999999995,2.0,3.0,2.0,base-paper quintile,,,
14728,412,1,190.58,1.0,1.0,1.0,base-paper quintile,,,
14729,373,3,907.38,2.0,3.0,3.0,base-paper quintile,,,
14730,0,8,2005.06,5.0,4.0,4.0,base-paper quintile,,,
14731,46,3,380.02,4.0,3.0,2.0,base-paper quintile,,,
14732,7,19,5517.07,5.0,5.0,5.0,base-paper quintile,,,
14733,15,15,16184.97,5.0,5.0,5.0,base-paper quintile,,,
14734,425,4,1056.42,1.0,3.0,3.0,base-paper quintile,,,
14735,3,56,12240.16,5.0,5.0,5.0,base-paper quintile,,,
14736,484,2,401.08,1.0,2.0,2.0,base-paper quintile,,,
