CustomerID,last_purchase,n_orders,M,R,repeat,log_qty_sum,F_star,r_score,f_score,m_score,hard_cluster
13990,2011-05-10 15:19:00,1,311.3,212,0,37.348885810521445,5.652332871578216,4,1,2,R4
13991,2011-11-27 16:18:00,6,855.97,11,1,176.10483037644624,27.51572455646694,5,4,3,R5
13992,2011-11-09 15:23:00,3,219.5,29,1,28.427181795023873,5.214077269253581,5,1,1,R5
13993,2011-10-28 09:06:00,19,6775.71,42,1,521.782347146192,80.0173520719288,5,5,5,M5
13994,2011-12-06 11:05:00,6,2313.14,3,1,264.7508740606295,40.81263110909442,5,4,4,R5
13995,2011-11-24 14:22:00,14,3902.01,14,1,527.2589263517676,80.58883895276514,5,5,5,R5
13996,2010-11-18 16:27:00,2,895.76,385,1,87.2320786168819,13.984811792532286,3,3,3,R3
13997,2010-07-08 18:06:00,3,382.31,518,1,55.376582089554745,9.256487313433212,2,2,2,F2
13998,2010-09-19 10:20:00,3,566.7,446,1,57.83702957848925,9.625554436773388,2,2,2,F2
13999,2011-11-29 13:40:00,29,9502.26,9,1,1081.213603177024,164.4320404765536,5,5,5,R5
14000,2011-05-12 16:50:00,5,2046.3400000000001,210,1,161.3227316202163,25.248409743032447,4,4,4,M4
14001,2011-10-25 10:31:00,9,4530.09,45,1,282.59666498117974,43.63949974717696,5,4,5,R5
14002,2011-07-28 15:55:00,2,529.73,133,1,123.05974602877558,19.358961904316338,5,3,2,F3
14003,2009-12-07 08:53:00,1,209.41,732,0,32.63427394200504,4.945141091300755,1,1,1,M1
14004,2011-10-27 14:40:00,11,6258.45,42,1,598.0339934571342,91.05509901857012,5,5,5,M5
14005,2011-11-30 12:41:00,5,2874.72,9,1,254.0251871605928,39.15377807408891,5,4,4,R5
14006,2011-08-16 09:39:00,7,2196.67,115,1,216.945221517462,33.6917832276193,5,4,4,F4
14007,2010-07-15 09:06:00,1,79.48,512,0,6.851184927493743,1.0776777391240615,2,1,1,F1
14008,2010-10-03 13:09:00,1,509.04,431,0,73.11515887919971,11.017273831879956,2,2,2,M2
14009,2011-05-25 15:47:00,3,1099.91,197,1,171.86379498766178,26.729569248149264,4,4,3,R4
14010,2010-05-23 13:00:00,2,445.15,564,1,42.96429772211817,7.3446446583177245,2,2,2,M2
14011,2010-08-16 15:31:00,2,457.82,479,1,90.95050122994427,14.542575184491639,2,3,2,M2
14012,2011-03-07 12:26:00,1,328.8,277,0,28.75716003110984,4.363574004666476,4,1,2,F1
14013,2011-08-21 15:01:00,5,1084.57,109,1,156.14807296214028,24.47221094432104,5,4,3,M3
14014,2011-09-23 13:18:00,3,1948.21,76,1,224.43631305426442,34.61544695813966,5,4,4,F4
14015,2011-10-18 10:02:00,1,917.34,52,0,54.485113161939296,8.222766974290895,5,2,3,M3
14016,2011-07-01 11:29:00,11,11403.41,161,1,1054.3562814510358,159.5034422176554,4,5,5,F5
14017,2010-05-17 14:52:00,1,229.75,570,0,23.676747244066217,3.601512086609932,2,1,1,F1
14018,2010-03-04 14:23:00,1,367.15000000000003,644,0,34.695379362168154,5.254306904325222,1,1,2,M2
14019,2011-10-24 10:13:00,3,1421.61,46,1,160.88446671434392,25.082670007151584,5,4,4,R5
14020,2011-11-23 09:22:00,4,1249.01,16,1,148.35646132550306,23.25346919882546,5,3,3,R5
14021,2011-07-07 15:46:00,7,1716.58,154,1,188.0059241115017,29.350888616725257,4,4,4,M4
14022,2011-04-28 14:39:00,2,792.15,224,1,121.57002128179714,19.13550319226957,4,3,3,F3
14023,2011-12-02 13:58:00,2,584.07,6,1,70.40756402711405,11.461134604067107,5,2,2,R5
14024,2011-08-10 11:30:00,3,645.74,121,1,62.832547152684356,10.374882072902654,5,2,3,F2
14025,2010-09-01 10:11:00,8,4057.9,464,1,270.3433220320545,41.75149830480817,2,4,5,F4
14026,2010-08-26 10:31:00,2,713.11,470,1,107.81341628153791,17.072012442230687,2,3,3,F3
14027,2011-10-10 09:01:00,1,104.82,60,0,13.923359075975792,2.1385038613963685,5,1,1,F1
14028,2010-06-07 13:33:00,3,10396.5,549,1,60.11901914838202,9.967852872257303,2,2,5,M5
14029,2011-10-07 14:46:00,2,467.66,62,1,35.263940107256666,6.1895910160884995,5,2,2,M2
14030,2011-11-21 16:48:00,20,8262.29,17,1,1237.7666208149594,187.46499312224392,5,5,5,R5
14031,2011-12-02 17:13:00,44,40999.17,6,1,1832.2792196902376,277.8418829535356,5,5,5,R5
14032,2011-12-07 15:23:00,16,4850.2699999999995,1,1,616.7469316668719,94.11203975003077,5,5,5,R5
14033,2010-06-02 15:10:00,1,109.44,554,0,6.3578422665081,1.003676339976215,2,1,1,F1
14034,2011-11-17 14:02:00,3,651.8199999999999,21,1,108.3749100168866,17.206236502532988,5,3,3,R5
14035,2011-11-11 10:03:00,9,2856.72,28,1,287.41831438045506,44.362747157068256,5,4,4,R5
14036,2011-02-28 09:26:00,1,626.65,284,0,70.27318439531511,10.590977659297268,3,2,2,F2
14037,2011-06-16 13:57:00,6,836.95,175,1,159.7552710065572,25.06329065098358,4,4,3,R4
14038,2011-09-22 13:37:00,5,3069.88,77,1,375.39148339557556,57.35872250933633,5,5,5,R5
14039,2011-11-06 13:48:00,2,267.28000000000003,32,1,24.79939914509102,4.619909871763653,5,1,1,R5
14040,2011-10-30 12:42:00,35,12645.57,40,1,1297.702362875093,197.20535443126397,5,5,5,F5
14041,2011-03-18 13:25:00,1,141.41,265,0,27.995035551940116,4.249255332791017,4,1,1,M1
14042,2009-12-14 15:07:00,1,431.98,724,0,43.65379102369171,6.5980686535537565,1,2,2,M2
14043,2010-08-05 18:18:00,2,304.25,490,1,53.63545823629527,8.94531873544429,2,2,2,R2
14044,2011-11-13 12:05:00,10,3123.1,26,1,791.1305704725474,119.9695855708821,5,5,5,R5
14045,2011-08-22 15:27:00,16,11313.029999999999,108,1,173.3057085652277,27.595856284784155,5,4,5,M5
14046,2011-02-28 14:48:00,1,154.99,283,0,45.34463782733948,6.851695674100922,3,2,1,M1
14047,2011-12-01 11:43:00,14,4255.03,8,1,345.6214123039529,53.34321184559294,5,5,5,R5
14048,2011-02-07 14:53:00,3,748.69,304,1,170.95658969461076,26.59348845419161,3,4,3,M3
14049,2011-11-23 12:20:00,13,13239.03,16,1,1931.5604821791005,291.1840723268651,5,5,5,R5
14050,2011-11-08 10:00:00,2,746.36,31,1,135.18919893086658,21.17837983962999,5,3,3,R5
14051,2011-12-09 10:20:00,37,22434.0,0,1,926.7989784985888,141.6698467747883,5,5,5,R5
14052,2011-11-20 12:30:00,2,480.81,19,1,103.51658151903787,16.42748722785568,5,3,2,R5
14053,2011-08-07 14:27:00,4,572.3,123,1,32.00178829120025,5.800268243680037,5,2,2,M2
14054,2011-10-05 15:49:00,1,92.46,64,0,14.55442572145339,2.233163858218008,5,1,1,F1
14055,2011-08-25 15:04:00,3,1520.96,105,1,85.57385002549948,13.786077503824924,5,3,4,F3
14056,2011-12-08 13:36:00,23,8214.65,0,1,1478.724816976861,223.75872254652916,5,5,5,R5
14057,2011-11-16 10:32:00,22,8408.84,23,1,1057.5914075702774,160.5387111355416,5,5,5,R5
14058,2010-09-03 09:31:00,2,469.19,462,1,50.09279723273875,8.413919584910811,2,2,2,F2
14059,2011-03-18 10:06:00,1,183.6,266,0,20.154496476349195,3.0731744714523788,4,1,1,F1
14060,2011-12-05 12:29:00,30,9519.08,4,1,849.9801607051324,129.79702410576988,5,5,5,R5
14061,2010-07-20 17:22:00,3,917.4300000000001,506,1,31.23299458517164,5.634949187775746,2,1,3,M3
14062,2011-11-30 10:04:00,24,25604.2,9,1,1009.005884397951,153.35088265969264,5,5,5,R5
14063,2010-09-27 16:18:00,9,22710.2,437,1,161.93685779812088,25.54052866971813,2,4,5,M5
14064,2011-11-10 13:14:00,15,3332.42,28,1,504.75495869813903,77.26324380472084,5,5,5,R5
14065,2010-11-15 16:13:00,3,891.02,388,1,108.34605134052805,17.201907701079207,3,3,3,F3
14066,2011-03-18 12:21:00,1,152.55,266,0,13.680794463857994,2.1021191695786987,4,1,1,F1
14067,2011-10-07 10:21:00,2,374.7,63,1,76.52295735663262,12.378443603494892,5,3,2,R5
14068,2011-01-23 16:02:00,4,1528.3700000000001,319,1,164.56328618799242,25.68449292819886,3,4,4,R3
14069,2010-07-13 12:12:00,2,230.06,514,1,35.76952235004373,6.265428352506559,2,2,1,R2
14070,2010-01-24 12:27:00,1,326.55,684,0,43.431637493753804,6.56474562406307,1,2,2,F2
14071,2011-12-06 12:27:00,8,1438.82,3,1,367.72150351498476,56.35822552724771,5,5,4,R5
14072,2010-02-11 12:31:00,1,390.85,666,0,27.058029155170043,4.108704373275506,1,1,2,M2
14073,2011-11-07 15:49:00,1,151.04,31,0,28.45400878551472,4.318101317827208,5,1,1,M1
14074,2010-03-26 13:55:00,1,219.39999999999998,622,0,21.65491598633031,3.298237397949546,1,1,1,F1
14075,2011-12-05 08:38:00,6,1734.87,4,1,222.13816503368008,34.42072475505201,5,4,4,R5
14076,2011-08-02 15:19:00,1,122.47,128,0,41.28515623374462,6.242773435061693,5,2,1,M1
14077,2011-10-30 12:35:00,6,615.0799999999999,40,1,91.40983640482906,14.811475460724361,5,3,2,R5
14078,2011-08-30 12:16:00,9,1692.6299999999999,101,1,199.06025179671707,31.10903776950756,5,4,4,F4
14079,2011-08-07 12:10:00,2,618.73,124,1,33.066939958637455,5.860040993795618,5,2,2,M2
14080,2011-11-07 11:09:00,5,1115.68,32,1,98.32065508868288,15.798098263302432,5,3,3,R5
14081,2011-02-10 16:17:00,10,5370.1,301,1,1202.0061317159386,181.6009197573908,3,5,5,F5
14082,2010-12-10 11:02:00,2,413.36,364,1,86.18104713661384,13.827157070492076,3,3,2,M2
14083,2011-12-05 13:14:00,11,1407.26,3,1,295.71923721204286,45.70788558180642,5,4,4,R5
14084,2010-07-15 14:36:00,1,150.5,511,0,24.30227423695118,3.6953411355426766,2,1,1,M1
14085,2011-12-07 13:46:00,33,10104.97,1,1,1755.1396079719473,265.7209411957921,5,5,5,R5
14086,2010-09-03 10:52:00,1,39.95,462,0,0.6931471805599453,0.1539720770839918,2,1,1,F1
14087,2011-12-07 12:41:00,3,846.22,2,1,245.56797424728347,37.78519613709251,5,4,3,R5
14088,2011-11-29 16:16:00,16,64036.8,9,1,1936.1118198130982,292.01677297196477,5,5,5,R5
14089,2011-10-14 10:38:00,1,161.0,56,0,23.463098385797053,3.5694647578695577,5,1,1,M1
14090,2011-01-19 10:51:00,1,76.32000000000001,324,0,4.290459441148391,0.6935689161722587,3,1,1,F1
14091,2010-02-23 15:17:00,2,9530.08,653,1,70.45064493361897,11.467596740042847,1,2,5,M5
14092,2011-12-02 12:13:00,24,7229.45,7,1,814.9338620561208,124.24007930841812,5,5,5,R5
14093,2011-11-27 16:27:00,1,442.85,11,0,141.5302702703472,21.279540540552077,5,3,2,R5
14094,2010-09-26 11:58:00,1,335.22,439,0,57.84282455842071,8.726423683763107,2,2,2,F2
14095,2009-12-17 12:49:00,1,2.95,722,0,0.6931471805599453,0.1539720770839918,1,1,1,F1
14096,2011-12-05 17:17:00,17,65164.79,3,1,6023.628459232508,905.1942688848762,5,5,5,R5
14097,2010-08-15 14:20:00,2,422.85999999999996,480,1,80.4382010045885,12.965730150688277,2,3,2,M2
14098,2011-11-03 10:13:00,1,147.35,36,0,26.933190987464222,4.089978648119633,5,1,1,M1
14099,2011-11-23 13:53:00,20,5765.71,15,1,911.4085027330302,138.51127540995455,5,5,5,R5
14100,2011-07-25 11:01:00,1,194.9,137,0,30.573468259738938,4.636020238960841,4,1,1,M1
14101,2011-09-27 12:28:00,13,9961.93,73,1,366.4092262925085,56.41138394387627,5,5,5,M5
14102,2011-12-04 15:38:00,5,1360.28,4,1,168.7330233240541,26.359953498608114,5,4,4,R5
14104,2011-07-08 12:50:00,5,771.5799999999999,154,1,162.63212147088439,25.44481822063266,4,4,3,R4
14105,2011-04-14 17:58:00,5,5988.83,238,1,671.9039946266886,101.83559919400328,4,5,5,F5
14106,2009-12-02 14:09:00,1,214.79999999999998,736,0,3.2188758248682006,0.53283137373023,1,1,1,F1
14107,2011-10-19 12:12:00,11,4877.3,51,1,587.7117958663683,89.50676937995524,5,5,5,F5
14108,2011-11-09 10:41:00,4,1044.96,30,1,123.1780882974757,19.476713244621354,5,3,3,R5
14109,2011-09-28 10:18:00,1,144.2,72,0,20.076658146831726,3.0614987220247585,5,1,1,F1
14110,2011-12-06 12:26:00,33,12987.95,3,1,986.4760425895779,150.4214063884367,5,5,5,R5
14111,2011-11-25 13:44:00,4,692.85,13,1,32.07218650743038,5.810827976114557,5,2,3,R5
14112,2011-11-17 12:30:00,13,5834.59,22,1,747.9489675142087,113.6423451271313,5,5,5,R5
14113,2011-12-06 12:18:00,16,7092.610000000001,3,1,365.30463730754127,56.39569559613118,5,5,5,R5
14114,2011-03-11 09:42:00,7,1364.09,273,1,156.93018948340443,24.689528422510666,4,4,4,R4
14115,2010-07-26 12:36:00,2,622.6700000000001,501,1,63.557653465088016,10.433648019763202,2,2,2,R2
14116,2011-11-20 10:29:00,5,1382.74,19,1,156.37418066022857,24.506127099034288,5,4,4,R5
14117,2011-07-19 09:49:00,1,90.0,143,0,9.656627474604601,1.4984941211906901,4,1,1,F1
14118,2010-10-07 11:59:00,1,458.45,428,0,29.28028430373136,4.442042645559703,3,1,2,M2
14119,2010-11-29 10:33:00,2,183.37,375,1,24.633634945560914,4.595045241834137,3,1,1,R3
14121,2011-12-06 12:19:00,4,2780.15,3,1,389.9281223240387,59.4892183486058,5,5,4,R5
14122,2010-10-29 15:11:00,3,362.42,405,1,26.105078400462133,4.8657617600693195,3,1,2,R3
14123,2009-12-06 15:35:00,1,436.18,732,0,51.81614160902403,7.822421241353604,1,2,2,M2
14124,2011-09-16 13:32:00,1,419.58000000000004,83,0,27.578151578401176,4.186722736760176,5,1,2,M2
14125,2011-11-29 12:47:00,3,2740.43,10,1,364.64489628684004,55.646734443026,5,5,4,R5
14126,2011-12-02 11:45:00,4,1172.46,7,1,106.52634074551878,16.97895111182782,5,3,3,R5
14127,2011-08-09 10:49:00,6,1900.0800000000002,122,1,222.34927307398672,34.452390961098004,5,4,4,M4
14128,2011-10-10 12:00:00,3,924.21,60,1,159.66826333984412,24.900239500976618,5,4,3,M3
14129,2011-12-08 11:02:00,9,2591.34,1,1,269.9332203387446,41.73998305081169,5,4,4,R5
14130,2011-01-24 16:05:00,4,1882.67,318,1,333.1196723830876,50.967950857463144,3,4,4,M4
14131,2010-03-01 11:59:00,1,187.87,648,0,54.96756755184676,8.295135132777014,1,2,1,F2
14132,2011-12-07 13:35:00,11,3586.0299999999997,1,1,526.6686816661357,80.35030224992035,5,5,5,R5
14133,2011-08-02 11:34:00,4,911.14,129,1,79.78517633757255,12.967776450635883,5,3,3,M3
14134,2010-11-22 12:26:00,15,11123.35,382,1,585.8486898769036,89.42730348153553,3,5,5,M5
14135,2011-12-08 11:38:00,24,9643.92,1,1,763.6135123649749,116.54202685474623,5,5,5,R5
14136,2010-11-04 11:53:00,5,1570.81,400,1,232.86160199936154,35.97924029990423,3,4,4,F4
14137,2010-01-13 12:30:00,1,332.7,695,0,39.13755241081616,5.920632861622424,1,2,2,M2
14138,2011-12-08 12:44:00,2,982.3800000000001,1,1,115.7223172517357,18.25834758776036,5,3,3,R5
14139,2011-10-24 13:34:00,4,1086.8,45,1,177.40200064676415,27.610300097014623,5,4,3,R5
14140,2011-12-06 09:05:00,2,935.05,3,1,161.1825095440325,25.07737643160488,5,4,3,R5
14141,2011-12-07 09:53:00,4,915.13,2,1,84.76928314476706,13.715392471715058,5,3,3,R5
14142,2010-12-01 16:33:00,2,983.15,372,1,159.53969892871874,24.83095483930781,3,4,3,R3
14143,2011-07-29 09:48:00,1,115.8,133,0,10.689099960768166,1.6533649941152249,5,1,1,F1
14144,2010-08-10 15:17:00,1,30.599999999999998,485,0,2.5649493574615367,0.4347424036192305,2,1,1,F1
14145,2011-10-24 12:10:00,7,7600.05,46,1,101.22630147240359,16.33394522086054,5,3,5,M5
14146,2011-12-01 10:18:00,12,9450.3,8,1,1065.502477179996,161.2253715769994,5,5,5,R5
14147,2011-09-22 18:10:00,9,2590.2,77,1,91.78035948562106,15.017053922843159,5,3,4,M4
14148,2011-04-20 12:02:00,2,466.29,233,1,42.016934266996635,7.202540140049495,4,2,2,M2
14149,2011-05-03 09:44:00,1,446.62,220,0,57.024685618223415,8.603702842733513,4,2,2,F2
14150,2011-11-04 10:05:00,2,658.64,35,1,74.78917412822844,12.118376119234266,5,2,3,R5
14151,2010-02-04 15:35:00,2,679.45,672,1,93.62279034909203,14.943418552363804,1,3,3,F3
14152,2011-09-25 12:54:00,7,1997.3400000000001,74,1,340.3146378375544,52.19719567563316,5,4,4,M4
14153,2010-08-13 14:35:00,1,233.4,482,0,49.278635355993906,7.441795303399085,2,2,1,R2
14154,2011-04-14 16:26:00,8,6460.7,238,1,662.140455010158,100.5210682515237,4,5,5,F5
14155,2011-03-18 14:13:00,1,118.75,265,0,9.329367078397823,1.4494050617596734,4,1,1,F1
14156,2011-11-30 10:54:00,156,313946.37,9,1,10963.308761983732,1653.0963142975595,5,5,5,R5
14157,2011-11-20 11:32:00,5,1002.78,19,1,150.44135340521484,23.616203010782225,5,4,3,R5
14158,2011-10-30 15:08:00,1,507.66,39,0,111.70200613151559,16.805300919727337,5,3,2,F3
14159,2011-11-20 12:36:00,20,7938.01,19,1,2422.892683246187,365.23390248692806,5,5,5,R5
14160,2010-04-08 14:30:00,7,8421.47,609,1,357.2960526514514,54.74440789771771,1,5,5,M5
14161,2011-05-08 11:41:00,7,3318.88,215,1,499.57514269783906,76.08627140467584,4,5,5,R4
14162,2011-06-19 11:36:00,2,289.36,173,1,37.32131350777353,6.498197026166029,4,2,1,R4
14163,2011-09-13 15:18:00,5,2594.62,86,1,137.5616360017192,21.68424540025788,5,3,4,M4
14164,2011-09-30 12:24:00,2,1631.77,70,1,95.4689726868582,15.22034590302873,5,3,4,F3
14165,2011-03-09 12:39:00,1,122.53999999999999,275,0,25.960329904101673,3.944049485615251,4,1,1,M1
14166,2010-07-22 19:42:00,2,256.85,504,1,47.95848952767096,8.093773429150644,2,2,1,F2
14167,2011-10-31 14:29:00,8,1296.49,38,1,148.6252142975478,23.49378214463217,5,3,4,R5
14168,2010-10-15 10:49:00,2,370.45,420,1,33.847910116107464,5.9771865174161185,3,2,2,M2
14169,2010-10-05 08:45:00,2,624.4300000000001,430,1,83.93685631147686,13.490528446721529,2,3,2,M2
14170,2010-11-29 13:10:00,3,597.33,374,1,152.00198391443757,23.750297587165633,3,4,2,R3
14171,2011-09-02 16:43:00,2,498.79,97,1,79.05706638763186,12.75855995814478,5,3,2,M2
14172,2010-04-13 13:26:00,3,402.72,604,1,46.82213691102001,7.973320536653001,1,2,2,M2
14173,2011-11-29 11:54:00,6,586.0,10,1,49.1901201783714,8.47851802675571,5,2,2,R5
14174,2011-11-06 13:17:00,1,134.46,32,0,37.47385993128733,5.671078989693099,5,1,1,M1
14175,2011-10-11 11:55:00,8,7678.88,59,1,703.1152185088192,106.66728277632288,5,5,5,F5
14176,2011-02-15 13:12:00,5,916.01,296,1,89.21558237550758,14.432337356326137,3,3,3,M3
14177,2011-09-14 15:11:00,13,2229.34,85,1,269.9054379166078,41.935815687491164,5,4,4,M4
14178,2011-12-01 12:01:00,7,1620.93,8,1,473.6854603233111,72.20281904849665,5,5,4,R5
14179,2011-10-30 12:07:00,2,719.78,40,1,161.25028509510145,25.08754276426522,5,4,3,R5
14180,2011-11-29 10:56:00,33,6319.25,10,1,373.80029968353494,58.520044952530235,5,5,5,R5
14181,2010-10-25 08:27:00,2,310.55,410,1,56.8243333052748,9.42364999579122,3,2,2,F2
14182,2010-09-22 11:45:00,4,678.77,443,1,65.6118589308077,10.841778839621155,2,2,3,F2
14183,2010-10-24 14:45:00,2,286.29,410,1,33.86110835853909,5.979166253780863,3,2,1,R3
14184,2011-10-04 12:43:00,1,452.89,66,0,40.614560915743084,6.142184137361462,5,2,2,M2
14185,2011-01-12 13:52:00,1,197.65,330,0,3.1780538303479458,0.5267080745521918,3,1,1,F1
14186,2010-10-08 13:30:00,5,1550.63,426,1,268.2434919546492,41.286523793197375,3,4,4,F4
14187,2010-08-23 12:06:00,1,123.5,473,0,14.091777727600757,2.1637666591401135,2,1,1,F1
14188,2011-11-09 12:45:00,6,2054.36,30,1,186.83516818770187,29.12527522815528,5,4,4,R5
14189,2011-12-07 15:55:00,16,5814.39,1,1,784.7588370717535,119.31382556076302,5,5,5,R5
14190,2010-02-11 14:27:00,1,79.9,665,0,1.0986122886681098,0.21479184330021645,1,1,1,F1
14191,2011-12-08 09:23:00,15,4817.66,1,1,666.2023472077852,101.48035208116778,5,5,5,R5
14192,2010-11-16 17:44:00,1,293.74,387,0,37.633087087954536,5.69496306319318,3,1,1,R3
14193,2011-10-03 09:34:00,3,1210.19,67,1,142.9532749117113,22.392991236756693,5,3,3,R5
14194,2011-12-05 10:38:00,36,18670.59,4,1,2096.2346471007895,317.03519706511844,5,5,5,R5
14195,2011-05-22 10:29:00,6,2615.6,201,1,67.60724390039165,11.24108658505875,4,2,4,R4
14196,2011-08-25 10:25:00,1,335.52,106,0,16.750556879696184,2.5625835319544272,5,1,2,F1
14197,2010-10-25 10:01:00,1,390.05,410,0,38.365881087585244,5.804882163137786,3,2,2,M2
14198,2011-11-21 16:35:00,9,1569.73,17,1,159.38369086403483,25.157553629605225,5,4,4,R5
14199,2011-05-05 13:44:00,4,1091.7,217,1,46.61097205599799,7.991645808399698,4,2,3,R4
14200,2010-04-01 13:01:00,1,379.2,616,0,39.72101682396137,6.008152523594205,1,2,2,M2
14201,2011-10-10 13:27:00,10,1193.54,59,1,131.0235413068036,20.95353119602054,5,3,3,R5
14202,2010-11-23 17:13:00,3,847.76,380,1,49.548863160650534,8.382329474097581,3,2,3,R3
14203,2010-11-07 13:35:00,1,339.34,396,0,24.43538904969049,3.715308357453573,3,1,2,F1
14204,2011-12-07 13:38:00,4,1062.96,1,1,230.11005913989536,35.5165088709843,5,4,3,R5
14205,2011-11-23 10:55:00,9,2414.2,16,1,268.62999445065714,41.544499167598566,5,4,4,R5
14206,2011-04-14 16:38:00,3,1185.01,238,1,174.9864438924535,27.197966583868023,4,4,3,R4
14207,2010-01-21 09:33:00,1,157.8,687,0,5.783825182329737,0.9175737773494607,1,1,1,F1
14208,2011-09-06 12:48:00,2,567.05,94,1,84.99055137279318,13.648582705918976,5,3,2,M2
14209,2011-11-29 10:18:00,15,4993.27,10,1,434.4619488180059,66.71929232270088,5,5,5,R5
14210,2011-08-26 12:36:00,16,5861.52,105,1,663.5084069741581,101.1262610461237,5,5,5,F5
14211,2011-10-17 13:23:00,18,4402.29,52,1,541.1493384143733,82.872400762156,5,5,5,R5
14212,2011-09-11 12:45:00,2,2190.14,89,1,92.85706634284489,14.828559951426733,5,3,4,M4
14213,2010-10-31 10:37:00,1,1192.2,404,0,19.53911215978053,2.9808668239670792,3,1,3,F1
14214,2011-11-09 10:31:00,5,1004.38,30,1,155.84577808040035,24.426866712060054,5,4,3,R5
14215,2011-11-28 12:19:00,9,3416.33,11,1,450.58146830916087,68.83722024637413,5,5,5,R5
14216,2011-12-06 14:56:00,5,2150.04,2,1,157.08182520041976,24.612273780062964,5,4,4,R5
14217,2011-12-08 11:53:00,23,3416.89,1,1,315.82988092961244,49.32448213944186,5,4,5,R5
14218,2011-10-28 10:00:00,1,169.48000000000002,42,0,30.83487693629332,4.675231540443997,5,1,1,M1
14219,2011-12-05 16:23:00,3,633.83,3,1,86.0455986056098,13.85683979084147,5,3,2,R5
14220,2011-04-06 13:23:00,4,1515.0,246,1,88.53905514944839,14.280858272417257,4,3,4,R4
14221,2011-10-28 13:42:00,17,6517.49,41,1,765.5879320851475,116.4881898127721,5,5,5,F5
14222,2011-06-15 16:42:00,1,683.17,176,0,105.9269186162028,15.939037792430419,4,3,3,F3
14223,2011-09-08 13:38:00,3,991.13,91,1,123.61235440171124,19.491853160256685,5,3,3,M3
14224,2011-08-21 13:24:00,9,1897.9,109,1,279.25585555040533,43.1383783325608,5,4,4,M4
14225,2010-10-01 10:32:00,4,2037.02,434,1,201.4448215832922,31.216723237493827,2,4,4,M4
14226,2011-11-11 11:34:00,6,3002.53,28,1,253.76118802381626,39.16417820357243,5,4,5,R5
14227,2011-11-13 15:48:00,15,6368.71,25,1,853.3276965507795,129.54915448261693,5,5,5,R5
14228,2010-09-28 09:45:00,3,745.5,437,1,71.17821879514372,11.62673281927156,2,2,3,M3
14229,2011-10-19 10:04:00,7,2594.04,51,1,173.5212693607881,27.178190404118215,5,4,4,R5
14230,2010-09-30 09:07:00,3,979.8000000000001,435,1,66.52371567983464,10.928557351975197,2,2,3,M3
14231,2011-06-09 11:05:00,4,1235.6200000000001,183,1,149.78996960580403,23.468495440870605,4,3,3,R4
14232,2011-10-28 11:09:00,5,2048.07,42,1,301.11416428163903,46.21712464224585,5,4,4,M4
14233,2011-10-21 15:54:00,7,2904.27,48,1,187.4436674378522,29.266550115677834,5,4,4,R5
14234,2011-11-17 17:53:00,4,775.46,21,1,217.78445375627572,33.667668063441354,5,4,3,R5
14235,2011-09-25 14:37:00,9,4717.99,74,1,410.71290644712667,62.856935967069,5,5,5,M5
14236,2011-09-20 09:13:00,5,1744.64,80,1,130.60086242106783,20.640129363160174,5,3,4,M4
14237,2010-12-01 13:20:00,2,632.14,372,1,66.01840821170325,10.802761231755486,3,2,2,R3
14238,2011-01-17 14:40:00,3,434.23,325,1,32.543091067296636,5.831463660094496,3,2,2,M2
14239,2011-10-27 14:40:00,21,4263.17,42,1,430.06094398689186,66.35914159803377,5,5,5,R5
14240,2011-11-09 13:45:00,3,1247.49,29,1,140.5595420690691,22.033931310360362,5,3,3,R5
14241,2011-06-09 11:46:00,2,333.70000000000005,183,1,34.088626906217634,6.0132940359326446,4,2,2,R4
14242,2011-04-19 11:46:00,2,280.55,234,1,32.383779148577176,5.757566872286576,4,2,1,R4
14243,2011-12-01 11:12:00,17,7431.05,8,1,784.8289597291,119.37434395936499,5,5,5,R5
14244,2010-02-17 11:40:00,1,366.41999999999996,660,0,49.98556780361428,7.547835170542141,1,2,2,F2
14245,2011-05-04 08:40:00,2,1693.45,219,1,227.05719559233503,34.95857933885025,4,4,4,F4
14246,2011-08-21 11:50:00,3,1474.06,110,1,167.0265991128462,26.00398986692693,5,4,4,M4
14247,2011-03-06 15:21:00,5,772.66,277,1,131.85284536027575,20.82792680404136,4,3,3,F3
14248,2011-01-25 14:45:00,3,1032.95,317,1,116.1128449803116,18.36692674704674,3,3,3,F3
14249,2010-10-25 12:34:00,12,5625.461,410,1,549.1867011406957,83.77800517110435,3,5,5,M5
14250,2011-12-02 14:30:00,3,1904.05,6,1,254.26719747119486,39.09007962067923,5,4,4,R5
14251,2011-12-08 08:32:00,5,2879.7000000000003,1,1,228.04888348006438,35.257332522009655,5,4,4,R5
14252,2010-11-23 13:36:00,1,350.99,380,0,22.957865675636764,3.4936798513455143,3,1,2,R3
14253,2010-08-03 14:55:00,2,363.40000000000003,492,1,22.126732752102917,4.219009912815437,2,1,2,R2
14254,2010-10-03 11:52:00,1,601.03,432,0,55.984004067128204,8.44760061006923,2,2,2,F2
14255,2010-06-11 15:54:00,1,1000.63,545,0,0.6931471805599453,0.1539720770839918,2,1,3,F1
14256,2011-03-24 13:17:00,5,2473.9900000000002,259,1,270.0179069953682,41.55268604930523,4,4,4,F4
14257,2011-10-06 16:54:00,9,5954.45,63,1,598.0033862317807,90.9505079347671,5,5,5,M5
14258,2011-11-30 15:27:00,25,32051.34,8,1,1043.3687282787268,158.55530924180903,5,5,5,R5
