intent,intent_size,dimensions,n_customers,support,stability_proxy,is_kneedle_pruned,base_profile
F1@0.3 & F1@0.5 & F1@0.7 & M4@0.3 & M4@0.5 & M4@0.7 & R5@0.3 & R5@0.5,8,FMR,451,0.07672677781558353,0.9955654101995566,False,"('F1', 'M4', 'R5')"
F2@0.3 & F2@0.5,2,F,450,0.07655665192242259,0.9688888888888889,False,"('F2',)"
F1@0.3 & F1@0.5 & F1@0.7 & M2@0.3 & R4@0.3,5,FMR,447,0.07604627424293978,0.9798657718120806,False,"('F1', 'M2', 'R4')"
F1@0.3 & F1@0.5 & F1@0.7 & R4@0.3 & R5@0.3,5,FR,445,0.0757060224566179,0.9775280898876404,False,"('F1', 'R4', 'R5')"
F1@0.3 & F1@0.5 & M5@0.3 & R5@0.3 & R5@0.5 & R5@0.7,6,FMR,441,0.07502551888397414,0.9977324263038548,False,"('F1', 'M5', 'R5')"
F1@0.3 & F1@0.5 & M3@0.3 & M3@0.5 & M3@0.7 & R5@0.3,6,FMR,438,0.07451514120449132,0.995433789954338,False,"('F1', 'M3', 'R5')"
F1@0.3 & F1@0.5 & F1@0.7 & M3@0.3 & M3@0.5 & M3@0.7 & R5@0.3,7,FMR,436,0.07417488941816945,0.9954128440366973,False,"('F1', 'M3', 'R5')"
F1@0.3 & F2@0.3 & M5@0.3,3,FM,433,0.07366451173868663,0.9907621247113164,False,"('F1', 'F2', 'M5')"
F1@0.3 & F1@0.5 & M2@0.3 & M3@0.3,4,FM,432,0.07349438584552569,0.9768518518518519,False,"('F1', 'M2', 'M3')"
F1@0.3 & F1@0.5 & F1@0.7 & M2@0.3 & M3@0.3,5,FM,431,0.07332425995236475,0.9767981438515081,False,"('F1', 'M2', 'M3')"
F2@0.3 & F2@0.5 & R5@0.3,3,FR,425,0.07230350459339911,0.9858823529411764,False,"('F2', 'R5')"
F1@0.3 & F1@0.5 & M3@0.3 & M4@0.3,4,FM,421,0.07162300102075536,0.9762470308788599,False,"('F1', 'M3', 'M4')"
F1@0.3 & F1@0.5 & M5@0.3 & M5@0.5,4,FM,420,0.07145287512759442,0.9880952380952381,False,"('F1', 'M5')"
F2@0.3 & F2@0.5 & R5@0.3 & R5@0.5,4,FR,418,0.07111262334127254,0.9880382775119617,False,"('F2', 'R5')"
F1@0.3 & F1@0.5 & F1@0.7 & M1@0.3 & R3@0.3,5,FMR,416,0.07077237155495067,0.9855769230769231,False,"('F1', 'M1', 'R3')"
F1@0.3 & M5@0.3 & M5@0.5 & R5@0.3 & R5@0.5 & R5@0.7,6,FMR,415,0.07060224566178973,0.9975903614457832,False,"('F1', 'M5', 'R5')"
F2@0.3 & F2@0.5 & M5@0.3,3,FM,410,0.06975161619598502,0.9829268292682927,False,"('F2', 'M5')"
F1@0.3 & F1@0.5 & F1@0.7 & M3@0.3 & M4@0.3,5,FM,410,0.06975161619598502,0.975609756097561,False,"('F1', 'M3', 'M4')"
F1@0.3 & F1@0.5 & M3@0.3 & M3@0.5 & M3@0.7 & R5@0.3 & R5@0.5,7,FMR,410,0.06975161619598502,0.9975609756097561,False,"('F1', 'M3', 'R5')"
M4@0.3 & R4@0.3,2,MR,409,0.0695814903028241,0.9731051344743277,False,"('M4', 'R4')"
F1@0.3 & F1@0.5 & F1@0.7 & M3@0.3 & M3@0.5 & M3@0.7 & R5@0.3 & R5@0.5,8,FMR,408,0.06941136440966315,0.9975490196078431,False,"('F1', 'M3', 'R5')"
F1@0.3 & M2@0.3 & M2@0.5 & R5@0.3 & R5@0.5 & R5@0.7,6,FMR,407,0.06924123851650221,0.9926289926289926,False,"('F1', 'M2', 'R5')"
F1@0.3 & M4@0.3 & R4@0.3,3,FMR,406,0.06907111262334127,0.9778325123152709,False,"('F1', 'M4', 'R4')"
F1@0.3 & F1@0.5 & F1@0.7 & M2@0.3 & M2@0.5 & R5@0.3 & R5@0.5 & R5@0.7,8,FMR,406,0.06907111262334127,0.9926108374384236,False,"('F1', 'M2', 'R5')"
F1@0.3 & F1@0.5 & F2@0.3,3,F,404,0.06873086083701939,0.9752475247524752,False,"('F1', 'F2')"
F1@0.3 & F1@0.5 & F1@0.7 & M1@0.3 & R5@0.3,5,FMR,404,0.06873086083701939,0.9900990099009901,False,"('F1', 'M1', 'R5')"
M4@0.3 & M5@0.3,2,M,403,0.06856073494385846,0.9851116625310173,False,"('M4', 'M5')"
F2@0.3 & F2@0.5 & R5@0.3 & R5@0.5 & R5@0.7,5,FR,401,0.06822048315753658,0.9875311720698254,False,"('F2', 'R5')"
F1@0.3 & F2@0.3 & M5@0.3 & R5@0.3,4,FMR,398,0.06771010547805376,0.9949748743718593,False,"('F1', 'F2', 'M5', 'R5')"
F1@0.3 & M5@0.3 & M5@0.5 & M5@0.7,4,FM,397,0.06753997958489281,0.9874055415617129,False,"('F1', 'M5')"
F1@0.3 & F1@0.5 & M4@0.3 & R4@0.3,4,FMR,396,0.06736985369173189,0.9772727272727273,False,"('F1', 'M4', 'R4')"
F1@0.3 & F1@0.5 & F1@0.7 & M4@0.3 & M4@0.5 & M4@0.7 & R5@0.3 & R5@0.5 & R5@0.7,9,FMR,396,0.06736985369173189,0.9949494949494949,False,"('F1', 'M4', 'R5')"
F2@0.3 & F2@0.5 & M5@0.3 & R5@0.3,4,FMR,393,0.06685947601224906,0.9923664122137404,False,"('F2', 'M5', 'R5')"
F1@0.3 & F2@0.3 & M5@0.3 & R5@0.3 & R5@0.5,5,FMR,386,0.06566859476012249,0.9974093264248705,False,"('F1', 'F2', 'M5', 'R5')"
F2@0.3 & F2@0.5 & M5@0.3 & R5@0.3 & R5@0.5,5,FMR,386,0.06566859476012249,0.9948186528497409,False,"('F2', 'M5', 'R5')"
F2@0.3 & F2@0.5 & M5@0.3 & M5@0.5,4,FM,384,0.06532834297380061,0.9817708333333334,False,"('F2', 'M5')"
F1@0.3 & M4@0.3 & M5@0.3,3,FM,381,0.0648179652943178,0.9868766404199475,False,"('F1', 'M4', 'M5')"
F1@0.3 & F1@0.5 & F1@0.7 & M1@0.3 & R1@0.3,5,FMR,379,0.06447771350799592,0.9894459102902374,False,"('F1', 'M1', 'R1')"
F1@0.3 & F1@0.5 & M3@0.3 & M3@0.5 & M3@0.7 & R5@0.3 & R5@0.5 & R5@0.7,8,FMR,374,0.06362708404219122,0.9973262032085561,False,"('F1', 'M3', 'R5')"
F1@0.3 & F1@0.5 & F1@0.7 & R1@0.3 & R1@0.5 & R1@0.7,6,FR,372,0.06328683225586934,0.9865591397849462,False,"('F1', 'R1')"
F2@0.3 & F2@0.5 & M5@0.3 & R5@0.3 & R5@0.5 & R5@0.7,6,FMR,372,0.06328683225586934,0.9946236559139785,False,"('F2', 'M5', 'R5')"
F1@0.3 & F1@0.5 & F1@0.7 & M3@0.3 & M3@0.5 & M3@0.7 & R5@0.3 & R5@0.5 & R5@0.7,9,FMR,372,0.06328683225586934,0.9973118279569892,False,"('F1', 'M3', 'R5')"
F1@0.3 & F1@0.5 & F1@0.7 & M3@0.3 & R3@0.3,5,FMR,371,0.0631167063627084,0.9757412398921833,False,"('F1', 'M3', 'R3')"
F1@0.3 & F1@0.5 & F1@0.7 & M1@0.3 & R5@0.3 & R5@0.5,6,FMR,371,0.0631167063627084,0.9946091644204852,False,"('F1', 'M1', 'R5')"
F2@0.3 & F2@0.5 & M5@0.3 & M5@0.5 & R5@0.3,5,FMR,367,0.06243620279006465,0.9918256130790191,False,"('F2', 'M5', 'R5')"
F1@0.3 & F1@0.5 & F1@0.7 & M2@0.3 & M2@0.5 & R3@0.3,6,FMR,365,0.062095951003742766,0.9780821917808219,False,"('F1', 'M2', 'R3')"
F1@0.3 & F1@0.5 & F1@0.7 & M1@0.3 & R2@0.3,5,FMR,364,0.06192582511058183,0.9835164835164835,False,"('F1', 'M1', 'R2')"
F2@0.3 & F2@0.5 & M5@0.3 & M5@0.5 & R5@0.3 & R5@0.5,6,FMR,362,0.06158557332425995,0.994475138121547,False,"('F2', 'M5', 'R5')"
F1@0.3 & F1@0.5 & F2@0.3 & R5@0.3,4,FR,360,0.061245321537938074,0.9861111111111112,False,"('F1', 'F2', 'R5')"
F1@0.3 & F1@0.5 & F1@0.7 & M2@0.3 & R3@0.3 & R3@0.5,6,FMR,359,0.06107519564477713,0.9832869080779945,False,"('F1', 'M2', 'R3')"
F2@0.3 & M4@0.3,2,FM,357,0.06073494385845526,0.9635854341736695,False,"('F2', 'M4')"
F1@0.3 & F2@0.3 & M5@0.3 & R5@0.3 & R5@0.5 & R5@0.7,6,FMR,357,0.06073494385845526,0.9971988795518207,False,"('F1', 'F2', 'M5', 'R5')"
F1@0.3 & F1@0.5 & F1@0.7 & M4@0.3 & R4@0.3,5,FMR,355,0.060394692072133375,0.9746478873239437,False,"('F1', 'M4', 'R4')"
F1@0.3 & F1@0.5 & F1@0.7 & M2@0.3 & M2@0.5 & R4@0.3,6,FMR,354,0.06022456617897244,0.9774011299435028,False,"('F1', 'M2', 'R4')"
F1@0.3 & F1@0.5 & M5@0.3 & M5@0.5 & R5@0.3,5,FMR,353,0.0600544402858115,0.9943342776203966,False,"('F1', 'M5', 'R5')"
F1@0.3 & F1@0.5 & F2@0.3 & R5@0.3 & R5@0.5,5,FR,348,0.05920381082000681,0.9913793103448276,False,"('F1', 'F2', 'R5')"
F2@0.3 & F2@0.5 & M5@0.3 & M5@0.5 & R5@0.3 & R5@0.5 & R5@0.7,7,FMR,348,0.05920381082000681,0.9942528735632183,False,"('F2', 'M5', 'R5')"
F2@0.3 & F2@0.5 & M5@0.3 & M5@0.5 & M5@0.7,5,FM,347,0.05903368492684587,0.9798270893371758,False,"('F2', 'M5')"
F1@0.3 & F1@0.5 & F1@0.7 & M5@0.3,4,FM,345,0.058693433140523985,0.9855072463768116,False,"('F1', 'M5')"
F1@0.3 & M5@0.3 & M5@0.5 & M5@0.7 & R5@0.3,5,FMR,345,0.058693433140523985,0.9942028985507246,False,"('F1', 'M5', 'R5')"
M4@0.3 & M5@0.3 & R5@0.3,3,MR,344,0.05852330724736305,0.9912790697674418,False,"('M4', 'M5', 'R5')"
F1@0.3 & M1@0.3 & R4@0.3,3,FMR,343,0.05835318135420211,0.9825072886297376,False,"('F1', 'M1', 'R4')"
F1@0.3 & F2@0.3 & M5@0.3 & M5@0.5,4,FM,342,0.05818305546104117,0.9883040935672515,False,"('F1', 'F2', 'M5')"
F1@0.3 & F1@0.5 & F1@0.7 & M1@0.3 & R4@0.3,5,FMR,342,0.05818305546104117,0.9824561403508771,False,"('F1', 'M1', 'R4')"
F1@0.3 & F1@0.5 & M4@0.3 & M5@0.3,4,FM,340,0.05784280367471929,0.9852941176470589,False,"('F1', 'M4', 'M5')"
F1@0.3 & F1@0.5 & M5@0.3 & M5@0.5 & R5@0.3 & R5@0.5,6,FMR,333,0.05665192242259272,0.996996996996997,False,"('F1', 'M5', 'R5')"
F1@0.3 & F1@0.5 & F1@0.7 & M1@0.3 & M1@0.5 & R3@0.3,6,FMR,332,0.05648179652943178,0.9909638554216867,False,"('F1', 'M1', 'R3')"
F2@0.3 & F2@0.5 & M5@0.3 & M5@0.5 & M5@0.7 & R5@0.3,6,FMR,332,0.05648179652943178,0.9909638554216867,False,"('F2', 'M5', 'R5')"
F1@0.3 & F1@0.5 & M3@0.3 & R4@0.3 & R4@0.5,5,FMR,331,0.05631167063627084,0.972809667673716,False,"('F1', 'M3', 'R4')"
M4@0.3 & M5@0.3 & R5@0.3 & R5@0.5,4,MR,330,0.0561415447431099,0.9939393939393939,False,"('M4', 'M5', 'R5')"
F1@0.3 & M5@0.3 & M5@0.5 & M5@0.7 & R5@0.3 & R5@0.5,6,FMR,330,0.0561415447431099,0.996969696969697,False,"('F1', 'M5', 'R5')"
F1@0.3 & F1@0.5 & M3@0.3 & M3@0.5 & R4@0.3,5,FMR,328,0.055801292956788026,0.9817073170731707,False,"('F1', 'M3', 'R4')"
F1@0.3 & F1@0.5 & F1@0.7 & M3@0.3 & R4@0.3 & R4@0.5,6,FMR,327,0.055631167063627085,0.9724770642201834,False,"('F1', 'M3', 'R4')"
F2@0.3 & F2@0.5 & M5@0.3 & M5@0.5 & M5@0.7 & R5@0.3 & R5@0.5,7,FMR,327,0.055631167063627085,0.9938837920489296,False,"('F2', 'M5', 'R5')"
F1@0.3 & F1@0.5 & F1@0.7 & M3@0.3 & M3@0.5 & R4@0.3,6,FMR,325,0.0552909152773052,0.9815384615384616,False,"('F1', 'M3', 'R4')"
F1@0.3 & F1@0.5 & F1@0.7 & M1@0.3 & M1@0.5 & R1@0.3,6,FMR,324,0.05512078938414427,0.9938271604938271,False,"('F1', 'M1', 'R1')"
F1@0.3 & F1@0.5 & F1@0.7 & M1@0.3 & M1@0.5 & R5@0.3,6,FMR,324,0.05512078938414427,0.9938271604938271,False,"('F1', 'M1', 'R5')"
F1@0.3 & F2@0.3 & M4@0.3,3,FM,323,0.05495066349098333,0.9721362229102167,False,"('F1', 'F2', 'M4')"
F1@0.3 & F1@0.5 & F1@0.7 & M1@0.3 & R5@0.3 & R5@0.5 & R5@0.7,7,FMR,323,0.05495066349098333,0.9938080495356038,False,"('F1', 'M1', 'R5')"
M4@0.3 & M4@0.5 & R4@0.3,3,MR,322,0.054780537597822386,0.9751552795031055,False,"('M4', 'R4')"
F1@0.3 & M4@0.3 & M5@0.3 & R5@0.3,4,FMR,322,0.054780537597822386,0.9937888198757764,False,"('F1', 'M4', 'M5', 'R5')"
F1@0.3 & F1@0.5 & F2@0.3 & R5@0.3 & R5@0.5 & R5@0.7,6,FR,322,0.054780537597822386,0.9906832298136646,False,"('F1', 'F2', 'R5')"
F1@0.3 & M2@0.3 & M2@0.5 & M2@0.7 & R5@0.3,5,FMR,321,0.05461041170466145,0.9937694704049844,False,"('F1', 'M2', 'R5')"
F2@0.3 & M4@0.3 & R5@0.3,3,FMR,320,0.05444028581150051,0.978125,False,"('F2', 'M4', 'R5')"
F1@0.3 & F1@0.5 & F1@0.7 & M2@0.3 & M2@0.5 & M2@0.7 & R5@0.3,7,FMR,320,0.05444028581150051,0.99375,False,"('F1', 'M2', 'R5')"
F1@0.3 & M4@0.3 & M4@0.5 & R4@0.3,4,FMR,319,0.05427015991833957,0.9811912225705329,False,"('F1', 'M4', 'R4')"
R3@0.3 & R4@0.3,2,R,318,0.054100034025178635,0.9622641509433962,False,"('R3', 'R4')"
F1@0.3 & F1@0.5 & F1@0.7 & M1@0.3 & R1@0.3 & R1@0.5,6,FMR,317,0.053929908132017694,0.9905362776025236,False,"('F1', 'M1', 'R1')"
F1@0.3 & F1@0.5 & F1@0.7 & M2@0.3 & R4@0.3 & R4@0.5,6,FMR,317,0.053929908132017694,0.9716088328075709,False,"('F1', 'M2', 'R4')"
F1@0.3 & F1@0.5 & F1@0.7 & M1@0.3 & M1@0.5 & R2@0.3,6,FMR,316,0.05375978223885675,0.990506329113924,False,"('F1', 'M1', 'R2')"
F1@0.3 & R3@0.3 & R4@0.3,3,FR,315,0.05358965634569581,0.9682539682539683,False,"('F1', 'R3', 'R4')"
F2@0.3 & F2@0.5 & M5@0.3 & M5@0.5 & M5@0.7 & R5@0.3 & R5@0.5 & R5@0.7,8,FMR,314,0.05341953045253488,0.9936305732484076,False,"('F2', 'M5', 'R5')"
F1@0.3 & F2@0.3 & M5@0.3 & M5@0.5 & R5@0.3,5,FMR,313,0.053249404559373936,0.9936102236421726,False,"('F1', 'F2', 'M5', 'R5')"
F1@0.3 & F1@0.5 & R3@0.3 & R4@0.3,4,FR,312,0.053079278666212995,0.967948717948718,False,"('F1', 'R3', 'R4')"
F2@0.3 & M4@0.3 & R5@0.3 & R5@0.5,4,FMR,311,0.05290915277305206,0.9839228295819936,False,"('F2', 'M4', 'R5')"
F1@0.3 & F1@0.5 & M4@0.3 & M4@0.5 & R4@0.3,5,FMR,311,0.05290915277305206,0.9807073954983923,False,"('F1', 'M4', 'R4')"
F1@0.3 & M4@0.3 & M5@0.3 & R5@0.3 & R5@0.5,5,FMR,309,0.05256890098673018,0.9967637540453075,False,"('F1', 'M4', 'M5', 'R5')"
R4@0.3 & R5@0.3 & R5@0.5,3,R,308,0.052398775093569244,0.9805194805194806,False,"('R4', 'R5')"
F1@0.3 & F1@0.5 & F1@0.7 & R3@0.3 & R4@0.3,5,FR,305,0.05188839741408642,0.9672131147540983,False,"('F1', 'R3', 'R4')"
F1@0.3 & R4@0.3 & R5@0.3 & R5@0.5,4,FR,304,0.051718271520925486,0.9835526315789473,False,"('F1', 'R4', 'R5')"
F1@0.3 & F2@0.3 & M5@0.3 & M5@0.5 & R5@0.3 & R5@0.5,6,FMR,303,0.051548145627764545,0.9966996699669967,False,"('F1', 'F2', 'M5', 'R5')"
M4@0.3 & M5@0.3 & R5@0.3 & R5@0.5 & R5@0.7,5,MR,302,0.051378019734603604,0.9933774834437086,False,"('M4', 'M5', 'R5')"
F1@0.3 & F1@0.5 & F1@0.7 & M1@0.3 & R3@0.3 & R3@0.5,6,FMR,300,0.05103776794828173,0.9866666666666667,False,"('F1', 'M1', 'R3')"
R2@0.3 & R3@0.3,2,R,299,0.05086764205512079,0.959866220735786,False,"('R2', 'R3')"
F1@0.3 & F1@0.5 & M5@0.3 & M5@0.5 & R5@0.3 & R5@0.5 & R5@0.7,7,FMR,298,0.05069751616195985,0.9966442953020134,False,"('F1', 'M5', 'R5')"
F1@0.3 & R2@0.3 & R3@0.3,3,FR,297,0.05052739026879891,0.9663299663299664,False,"('F1', 'R2', 'R3')"
F1@0.3 & F1@0.5 & R2@0.3 & R3@0.3,4,FR,296,0.05035726437563797,0.9662162162162162,False,"('F1', 'R2', 'R3')"
F1@0.3 & F1@0.5 & F1@0.7 & M1@0.3 & M1@0.5 & R5@0.3 & R5@0.5,7,FMR,296,0.05035726437563797,0.9966216216216216,False,"('F1', 'M1', 'R5')"
F1@0.3 & M5@0.3 & M5@0.5 & M5@0.7 & R5@0.3 & R5@0.5 & R5@0.7,7,FMR,295,0.05018713848247703,0.9966101694915255,False,"('F1', 'M5', 'R5')"
F1@0.3 & F1@0.5 & F1@0.7 & M2@0.3 & R2@0.3,5,FMR,294,0.050017012589316096,0.9693877551020408,False,"('F1', 'M2', 'R2')"
F1@0.3 & F1@0.5 & F1@0.7 & R2@0.3 & R3@0.3,5,FR,294,0.050017012589316096,0.9659863945578231,False,"('F1', 'R2', 'R3')"
F1@0.3 & M2@0.3 & M2@0.5 & M2@0.7 & R5@0.3 & R5@0.5,6,FMR,294,0.050017012589316096,0.9965986394557823,False,"('F1', 'M2', 'R5')"
F1@0.3 & F1@0.5 & F1@0.7 & M2@0.3 & M2@0.5 & M2@0.7 & R5@0.3 & R5@0.5,8,FMR,293,0.049846886696155154,0.9965870307167235,False,"('F1', 'M2', 'R5')"
F2@0.3 & M4@0.3 & R5@0.3 & R5@0.5 & R5@0.7,5,FMR,292,0.04967676080299421,0.9828767123287672,False,"('F2', 'M4', 'R5')"
F1@0.3 & F1@0.5 & R4@0.3 & R5@0.3 & R5@0.5,5,FR,290,0.04933650901667234,0.9827586206896551,False,"('F1', 'R4', 'R5')"
F1@0.3 & F2@0.3 & M4@0.3 & R5@0.3,4,FMR,289,0.0491663831235114,0.9826989619377162,False,"('F1', 'F2', 'M4', 'R5')"
F1@0.3 & F1@0.5 & F1@0.7 & M3@0.3 & R3@0.3 & R3@0.5,6,FMR,288,0.04899625723035046,0.9791666666666666,False,"('F1', 'M3', 'R3')"
F1@0.3 & F1@0.5 & F1@0.7 & M2@0.3 & M2@0.5 & R3@0.3 & R3@0.5,7,FMR,286,0.04865600544402858,0.9825174825174825,False,"('F1', 'M2', 'R3')"
F1@0.3 & F1@0.5 & F1@0.7 & M1@0.3 & M1@0.5 & M1@0.7 & R1@0.3,7,FMR,284,0.048315753657706705,0.9929577464788732,False,"('F1', 'M1', 'R1')"
F1@0.3 & F1@0.5 & M4@0.3 & M5@0.3 & R5@0.3,5,FMR,283,0.04814562776454576,0.9929328621908127,False,"('F1', 'M4', 'M5', 'R5')"
F1@0.3 & F1@0.5 & M5@0.3 & M5@0.5 & M5@0.7,5,FM,282,0.04797550187138482,0.9822695035460993,False,"('F1', 'M5')"
F1@0.3 & F2@0.3 & M4@0.3 & R5@0.3 & R5@0.5,5,FMR,281,0.04780537597822389,0.9893238434163701,False,"('F1', 'F2', 'M4', 'R5')"
F1@0.3 & F1@0.5 & F1@0.7 & M4@0.3 & M4@0.5 & R4@0.3,6,FMR,281,0.04780537597822389,0.9786476868327402,False,"('F1', 'M4', 'R4')"
F1@0.3 & M4@0.3 & M5@0.3 & R5@0.3 & R5@0.5 & R5@0.7,6,FMR,281,0.04780537597822389,0.99644128113879,False,"('F1', 'M4', 'M5', 'R5')"
F1@0.3 & F2@0.3 & M5@0.3 & M5@0.5 & R5@0.3 & R5@0.5 & R5@0.7,7,FMR,279,0.047465124191902006,0.996415770609319,False,"('F1', 'F2', 'M5', 'R5')"
F1@0.3 & F1@0.5 & F1@0.7 & M3@0.3 & M3@0.5 & R3@0.3,6,FMR,278,0.04729499829874107,0.9784172661870504,False,"('F1', 'M3', 'R3')"
F1@0.3 & F1@0.5 & F2@0.3 & M5@0.3,4,FM,277,0.04712487240558013,0.9855595667870036,False,"('F1', 'F2', 'M5')"
F1@0.3 & F1@0.5 & F1@0.7 & M1@0.3 & M1@0.5 & M1@0.7 & R3@0.3,7,FMR,276,0.04695474651241919,0.9891304347826086,False,"('F1', 'M1', 'R3')"
F1@0.3 & F1@0.5 & F1@0.7 & M1@0.3 & M1@0.5 & M1@0.7 & R2@0.3,7,FMR,274,0.046614494726097314,0.9890510948905109,False,"('F1', 'M1', 'R2')"
F1@0.3 & F1@0.5 & M4@0.3 & M5@0.3 & R5@0.3 & R5@0.5,6,FMR,271,0.0461041170466145,0.996309963099631,False,"('F1', 'M4', 'M5', 'R5')"
F1@0.3 & F1@0.5 & F1@0.7 & M1@0.3 & M2@0.3 & M2@0.5,6,FM,270,0.045933991153453556,0.9666666666666667,False,"('F1', 'M1', 'M2')"
F1@0.3 & F1@0.5 & F1@0.7 & M5@0.3 & R5@0.3,5,FMR,269,0.045763865260292615,0.9925650557620818,False,"('F1', 'M5', 'R5')"
F1@0.3 & M1@0.3 & M1@0.5 & R4@0.3,4,FMR,267,0.04542361347397074,0.9887640449438202,False,"('F1', 'M1', 'R4')"
F1@0.3 & F1@0.5 & M3@0.3 & M4@0.3 & R5@0.3,5,FMR,267,0.04542361347397074,0.9850187265917603,False,"('F1', 'M3', 'M4', 'R5')"
R2@0.3 & R2@0.5 & R2@0.7,3,R,266,0.0452534875808098,0.9774436090225564,False,"('R2',)"
F1@0.3 & F1@0.5 & F1@0.7 & M1@0.3 & M1@0.5 & R4@0.3,6,FMR,266,0.0452534875808098,0.9887218045112782,False,"('F1', 'M1', 'R4')"
F1@0.3 & F1@0.5 & F1@0.7 & M1@0.3 & M1@0.5 & R1@0.3 & R1@0.5,7,FMR,266,0.0452534875808098,0.9924812030075187,False,"('F1', 'M1', 'R1')"
F1@0.3 & F1@0.5 & R2@0.3 & R2@0.5 & R2@0.7,5,FR,265,0.04508336168764886,0.9811320754716981,False,"('F1', 'R2')"
F1@0.3 & F1@0.5 & F1@0.7 & R4@0.3 & R5@0.3 & R5@0.5,6,FR,264,0.04491323579448792,0.9810606060606061,False,"('F1', 'R4', 'R5')"
F1@0.3 & F1@0.5 & F1@0.7 & M1@0.3 & M1@0.5 & M1@0.7 & R5@0.3,7,FMR,263,0.04474310990132698,0.9923954372623575,False,"('F1', 'M1', 'R5')"
M4@0.3 & R4@0.3 & R4@0.5,3,MR,262,0.04457298400816604,0.9580152671755725,False,"('M4', 'R4')"
F1@0.3 & F2@0.3 & M4@0.3 & R5@0.3 & R5@0.5 & R5@0.7,6,FMR,262,0.04457298400816604,0.9885496183206107,False,"('F1', 'F2', 'M4', 'R5')"
F1@0.3 & F1@0.5 & F1@0.7 & R2@0.3 & R2@0.5 & R2@0.7,6,FR,260,0.044232732221844165,0.9807692307692307,False,"('F1', 'R2')"
F1@0.3 & M4@0.3 & R4@0.3 & R4@0.5,4,FMR,259,0.044062606328683224,0.9652509652509652,False,"('F1', 'M4', 'R4')"
F1@0.3 & F1@0.5 & F1@0.7 & M1@0.3 & M1@0.5 & R5@0.3 & R5@0.5 & R5@0.7,8,FMR,259,0.044062606328683224,0.9961389961389961,False,"('F1', 'M1', 'R5')"
F1@0.3 & F1@0.5 & F1@0.7 & M3@0.3 & M4@0.3 & R5@0.3,6,FMR,258,0.04389248043552229,0.9844961240310077,False,"('F1', 'M3', 'M4', 'R5')"
F1@0.3 & F2@0.3 & M5@0.3 & M5@0.5 & M5@0.7,5,FM,257,0.04372235454236135,0.9844357976653697,False,"('F1', 'F2', 'M5')"
F1@0.3 & M2@0.3 & M2@0.5 & M2@0.7 & R5@0.3 & R5@0.5 & R5@0.7,7,FMR,257,0.04372235454236135,0.9961089494163424,False,"('F1', 'M2', 'R5')"
F1@0.3 & F1@0.5 & F2@0.3 & M4@0.3,4,FM,256,0.04355222864920041,0.96484375,False,"('F1', 'F2', 'M4')"
F1@0.3 & F1@0.5 & F1@0.7 & M2@0.3 & M2@0.5 & M2@0.7 & R5@0.3 & R5@0.5 & R5@0.7,9,FMR,256,0.04355222864920041,0.99609375,False,"('F1', 'M2', 'R5')"
F1@0.3 & F1@0.5 & M4@0.3 & R4@0.3 & R4@0.5,5,FMR,255,0.043382102756039466,0.9647058823529412,False,"('F1', 'M4', 'R4')"
F2@0.3 & M4@0.3 & M4@0.5,3,FM,254,0.04321197686287853,0.9566929133858267,False,"('F2', 'M4')"
F1@0.3 & F1@0.5 & F1@0.7 & M5@0.3 & R5@0.3 & R5@0.5,6,FMR,253,0.04304185096971759,0.9960474308300395,False,"('F1', 'M5', 'R5')"
F1@0.3 & M1@0.3 & R4@0.3 & R4@0.5,4,FMR,250,0.042531473290234774,0.976,False,"('F1', 'M1', 'R4')"
F1@0.3 & F1@0.5 & F1@0.7 & M1@0.3 & R1@0.3 & R1@0.5 & R1@0.7,7,FMR,250,0.042531473290234774,0.992,False,"('F1', 'M1', 'R1')"
F1@0.3 & F1@0.5 & F2@0.3 & M5@0.3 & R5@0.3,5,FMR,249,0.04236134739707383,0.9919678714859438,False,"('F1', 'F2', 'M5', 'R5')"
F1@0.3 & F1@0.5 & F1@0.7 & M1@0.3 & R4@0.3 & R4@0.5,6,FMR,249,0.04236134739707383,0.9759036144578314,False,"('F1', 'M1', 'R4')"
F1@0.3 & F1@0.5 & F1@0.7 & M2@0.3 & M2@0.5 & R4@0.3 & R4@0.5,7,FMR,248,0.0421912215039129,0.9717741935483871,False,"('F1', 'M2', 'R4')"
F1@0.3 & F1@0.5 & M3@0.3 & M4@0.3 & R5@0.3 & R5@0.5,6,FMR,246,0.041850969717591016,0.991869918699187,False,"('F1', 'M3', 'M4', 'R5')"
F1@0.3 & F1@0.5 & M3@0.3 & M3@0.5 & M4@0.3,5,FM,244,0.04151071793126914,0.9590163934426229,False,"('F1', 'M3', 'M4')"
F1@0.3 & F1@0.5 & M4@0.3 & M5@0.3 & R5@0.3 & R5@0.5 & R5@0.7,7,FMR,244,0.04151071793126914,0.9959016393442623,False,"('F1', 'M4', 'M5', 'R5')"
F1@0.3 & F1@0.5 & F1@0.7 & M3@0.3 & M3@0.5 & M4@0.3,6,FM,241,0.041000340251786324,0.9585062240663901,False,"('F1', 'M3', 'M4')"
F1@0.3 & F1@0.5 & F2@0.3 & M5@0.3 & R5@0.3 & R5@0.5,6,FMR,240,0.04083021435862538,0.9958333333333333,False,"('F1', 'F2', 'M5', 'R5')"
F1@0.3 & F1@0.5 & M3@0.3 & M3@0.5 & R4@0.3 & R4@0.5,6,FMR,240,0.04083021435862538,0.975,False,"('F1', 'M3', 'R4')"
